date,open,high,low,close,volume
2023-03-11,5.29,5.488,4.811,4.993,387099.66
2023-03-12,4.993,5.568,4.882,5.556,316334.72
2023-03-13,5.556,5.792,5.282,5.713,498731.22
2023-03-14,5.713,6.348,5.521,6.162,172319.72
2023-03-15,6.162,6.301,5.564,5.672,136215.47
2023-03-16,5.672,5.768,5.497,5.724,167776.71
2023-03-17,5.724,6.429,5.643,6.34,139271.7
2023-03-18,6.34,6.541,6.093,6.129,105766.7
2023-03-19,6.129,6.55,6.05,6.351,74351.01
2023-03-20,6.351,6.639,6.114,6.318,198501.5
2023-03-21,6.318,6.706,6.102,6.63,148433.39
2023-03-22,6.63,6.718,5.99,6.14,134531.74
2023-03-23,6.14,7.527,6.091,7.33,456321.66
2023-03-24,7.33,7.33,6.631,6.829,212660.83
2023-03-25,6.829,6.891,6.589,6.86,132925.0
2023-03-26,6.86,7.189,6.74,7.07,228942.0
2023-03-27,7.07,7.13,6.301,6.42,184759.05
2023-03-28,6.42,6.769,6.182,6.72,96839.62
2023-03-29,6.72,7.098,6.693,6.941,105989.4
2023-03-30,6.941,7.04,6.74,6.82,71156.75
2023-03-31,6.82,7.06,6.693,6.991,51313.29
2023-04-01,6.991,7.299,6.94,7.02,61691.75
2023-04-02,7.02,7.121,6.751,6.891,60997.04
2023-04-03,6.891,7.049,6.611,6.971,73357.84
2023-04-04,6.971,7.109,6.9,7.029,48216.7
2023-04-05,7.029,7.299,6.96,7.121,68003.17
2023-04-06,7.121,7.121,6.801,7.021,43544.82
2023-04-07,7.021,7.109,6.861,6.97,61058.38
2023-04-08,6.97,7.09,6.82,6.989,32729.12
2023-04-09,6.989,7.18,6.843,7.11,37897.36
2023-04-10,7.11,7.31,6.97,7.261,72653.91
2023-04-11,7.261,7.27,6.771,6.81,376692.3
2023-04-12,6.81,6.86,6.391,6.46,379565.16
2023-04-13,6.46,6.54,6.211,6.411,453140.59
2023-04-14,6.411,6.649,6.253,6.55,442286.0
2023-04-15,6.55,6.692,6.4,6.541,53598.02
2023-04-16,6.541,6.749,6.401,6.69,50731.81
2023-04-17,6.69,6.73,6.34,6.489,59444.94
2023-04-18,6.489,6.674,6.36,6.59,35411.17
2023-04-19,6.59,6.621,5.832,5.929,72406.74
2023-04-20,5.929,6.02,5.713,5.839,47371.36
2023-04-21,5.839,5.958,5.492,5.549,29336.78
2023-04-22,5.549,5.749,5.441,5.73,31759.07
2023-04-23,5.73,5.746,5.482,5.642,11328.37
2023-04-24,5.652,5.826,5.559,5.667,20163.42
2023-04-25,5.649,5.721,5.363,5.69,18666.52
2023-04-26,5.69,6.001,5.344,5.601,32064.45
2023-04-27,5.61,5.879,5.637,5.741,34878.26
2023-04-28,5.739,5.751,5.552,5.61,13911.63
2023-04-29,5.601,5.701,5.543,5.675,29706.6
2023-04-30,5.675,5.672,5.476,5.511,31689.18
2023-05-01,5.529,5.556,5.228,5.303,12174.39
2023-05-02,5.303,5.442,5.269,5.406,17245.85
2023-05-03,5.426,5.556,5.387,5.541,76603.06
2023-05-04,5.541,5.525,5.381,5.502,82421.45
2023-05-05,5.502,5.632,5.508,5.591,105872.29
2023-05-06,5.591,5.488,5.233,5.279,87547.18
2023-05-07,5.279,5.249,5.06,5.163,92750.99
2023-05-08,5.163,5.051,4.604,4.662,109218.97
2023-05-09,4.662,4.836,4.623,4.822,79829.6
2023-05-10,4.83,4.981,4.663,4.91,21707.99
2023-05-11,4.91,4.912,4.609,4.739,9839.79
2023-05-12,4.739,4.848,4.508,4.847,14144.79
2023-05-13,4.847,4.851,4.66,4.69,10961.4
2023-05-14,4.69,4.692,4.445,4.471,22316.97
2023-05-15,4.471,4.738,4.391,4.651,21496.9
2023-05-16,4.653,4.707,4.585,4.696,30394.4
2023-05-17,4.681,5.04,4.65,5.004,17238.29
2023-05-18,5.004,5.011,4.788,4.98,11311.22
2023-05-19,4.98,5.233,4.941,5.04,16130.57
2023-05-20,5.031,5.172,5.017,5.028,34550.02
2023-05-21,5.04,5.049,4.761,4.798,7114.23
2023-05-22,4.798,4.928,4.701,4.92,7899.5
2023-05-23,4.92,5.329,4.886,5.134,21334.26
2023-05-24,5.134,5.219,4.967,5.13,40637.57
2023-05-25,5.13,5.168,5.017,5.04,20567.53
2023-05-26,5.04,5.1,4.9,4.903,21631.15
2023-05-27,4.903,4.95,4.811,4.83,17137.42
2023-05-28,4.83,5.402,4.781,5.114,34367.1
2023-05-29,5.114,5.119,5.003,5.05,64962.38
2023-05-30,5.05,5.12,5.01,5.08,9137.16
2023-05-31,5.08,5.1,4.843,4.96,23341.27
2023-06-01,4.96,5.12,4.9,5.02,33845.0
2023-06-02,5.02,5.25,4.952,5.22,29737.16
2023-06-03,5.22,5.302,5.18,5.2,21266.06
2023-06-04,5.2,5.26,5.101,5.101,17925.41
2023-06-05,5.101,5.12,4.386,4.576,44864.27
2023-06-06,4.576,5.646,4.482,5.346,98895.84
2023-06-07,5.346,5.544,4.659,4.75,132839.35
2023-06-08,4.75,4.839,4.63,4.69,67226.75
2023-06-09,4.69,4.74,4.571,4.61,14520.14
2023-06-10,4.61,4.619,3.268,3.769,63293.86
2023-06-11,3.769,3.912,3.681,3.737,24522.47
2023-06-12,3.737,3.84,3.642,3.81,44399.76
2023-06-13,3.81,3.939,3.792,3.88,19942.28
2023-06-14,3.88,3.97,3.642,3.8,14671.38
2023-06-15,3.8,3.977,3.75,3.871,22427.54
2023-06-16,3.871,3.95,3.79,3.889,9537.22
2023-06-17,3.889,4.058,3.859,3.97,5652.57
2023-06-18,3.97,3.987,3.833,3.879,6708.23
2023-06-19,3.879,3.98,3.85,3.932,5181.78
2023-06-20,3.932,4.151,3.88,4.151,11816.7
2023-06-21,4.151,4.399,4.145,4.36,17188.59
2023-06-22,4.36,4.52,4.271,4.352,14976.13
2023-06-23,4.352,4.408,4.14,4.3,22394.47
2023-06-24,4.3,4.35,4.16,4.31,13328.92
2023-06-25,4.31,4.5,4.307,4.422,16634.98
2023-06-26,4.422,4.479,4.25,4.29,8001.02
2023-06-27,4.302,4.605,4.334,4.442,34389.85
2023-06-28,4.442,4.37,4.088,4.175,34555.19
2023-06-29,4.175,4.226,4.129,4.159,58491.37
2023-06-30,4.159,5.058,4.05,4.81,73452.36
2023-07-01,4.81,4.866,4.581,4.741,19200.44
2023-07-02,4.741,4.76,4.581,4.75,7283.6
2023-07-03,4.75,5.043,4.749,4.81,26150.11
2023-07-04,4.81,4.811,4.642,4.691,6310.52
2023-07-05,4.691,4.822,4.54,4.6,12608.37
2023-07-06,4.6,4.791,4.421,4.43,10855.15
2023-07-07,4.43,4.48,4.36,4.438,6303.61
2023-07-08,4.438,4.467,4.26,4.33,13292.07
2023-07-09,4.33,4.38,4.27,4.29,5535.45
2023-07-10,4.29,4.401,4.145,4.34,11652.43
2023-07-11,4.34,4.39,4.29,4.342,8247.64
2023-07-12,4.342,4.431,4.25,4.31,8566.46
2023-07-13,4.31,5.077,4.242,4.8,27551.65
2023-07-14,4.8,4.89,4.51,4.67,21584.24
2023-07-15,4.67,4.742,4.6,4.63,12764.63
2023-07-16,4.63,4.655,4.434,4.453,18921.19
2023-07-17,4.441,4.53,4.34,4.47,13485.19
2023-07-18,4.47,4.471,4.15,4.17,28398.12
2023-07-19,4.17,4.25,3.979,4.009,34291.86
2023-07-20,4.009,4.138,3.971,4.039,21778.22
2023-07-21,4.039,4.098,3.974,4.051,18971.69
2023-07-22,4.051,4.148,3.999,4.019,13282.89
2023-07-23,4.019,4.23,3.996,4.178,24229.55
2023-07-24,4.178,4.18,3.961,4.01,24831.32
2023-07-25,4.01,4.06,3.901,4.009,16935.22
2023-07-26,4.009,4.16,3.92,4.109,21512.98
2023-07-27,4.124,4.239,4.067,4.231,32221.73
2023-07-28,4.231,4.251,4.154,4.201,17973.02
2023-07-29,4.18,4.248,4.05,4.209,7045.17
2023-07-30,4.209,4.24,3.941,4.06,8465.85
2023-07-31,4.056,4.092,3.993,3.999,23988.71
2023-08-01,3.999,4.149,3.995,4.093,15724.12
2023-08-02,4.097,4.151,3.873,3.96,10538.28
2023-08-03,3.96,4.003,3.869,3.896,8611.34
2023-08-04,3.896,3.962,3.86,3.895,6752.11
2023-08-05,3.895,3.972,3.807,3.943,5812.82
2023-08-06,3.954,4.188,3.942,4.069,81309.53
2023-08-07,4.089,6.622,4.089,5.901,609998.56
2023-08-08,5.901,6.076,4.798,4.909,213349.64
2023-08-09,4.909,5.09,4.626,4.707,90188.09
2023-08-10,4.707,4.951,4.541,4.677,38094.02
2023-08-11,4.677,6.584,4.632,6.211,336090.71
2023-08-12,6.211,7.972,5.876,7.934,293390.74
2023-08-13,7.934,9.371,6.962,7.146,464213.44
2023-08-14,7.146,8.359,6.424,7.424,243780.26
2023-08-15,7.424,7.621,6.544,6.801,170580.39
2023-08-16,6.801,7.236,6.241,6.52,148042.87
2023-08-17,6.518,6.849,5.893,6.559,454779.18
2023-08-18,6.627,6.627,5.842,6.339,99124.96
2023-08-19,6.339,7.369,6.181,6.35,109160.88
2023-08-20,6.35,6.467,6.083,6.191,35279.17
2023-08-21,6.139,6.43,5.923,6.087,99531.23
2023-08-22,6.061,6.168,5.592,5.801,68155.89
2023-08-23,5.801,6.781,5.792,6.379,134608.01
2023-08-24,6.379,7.563,6.37,6.836,176932.45
2023-08-25,6.853,7.016,6.442,6.614,229317.67
2023-08-26,6.599,7.401,6.49,7.098,115551.13
2023-08-27,7.098,8.17,7.012,7.93,137392.44
2023-08-28,7.93,7.966,6.943,7.221,96487.52
2023-08-29,7.281,7.84,7.006,7.189,224611.35
2023-08-30,7.186,7.745,7.01,7.46,89502.99
2023-08-31,7.46,7.557,6.881,6.927,76106.21
2023-09-01,6.927,7.285,6.927,7.18,55124.27
2023-09-02,7.18,7.348,6.64,6.809,89622.13
2023-09-03,6.809,6.946,6.572,6.8,37732.47
2023-09-04,6.8,8.175,6.761,7.866,203831.95
2023-09-05,7.866,7.886,7.243,7.459,60824.35
2023-09-06,7.459,7.459,7.022,7.27,59084.37
2023-09-07,7.27,7.34,6.68,6.81,61503.46
2023-09-08,6.847,7.029,6.498,6.795,81130.28
2023-09-09,6.791,6.899,6.107,6.36,48802.14
2023-09-10,6.36,6.498,5.839,6.31,63652.08
2023-09-11,6.31,6.36,5.752,5.859,60009.42
2023-09-12,5.859,6.149,5.8,5.94,42498.08
2023-09-13,5.94,6.302,5.791,6.0,53471.52
2023-09-14,6.0,6.079,5.9,5.94,31226.01
2023-09-15,5.94,6.209,5.81,6.149,61090.19
2023-09-16,6.149,6.27,5.99,6.07,32881.17
2023-09-17,6.07,6.07,5.691,5.8,32260.61
2023-09-18,5.8,5.929,5.731,5.764,21207.5
2023-09-19,5.764,6.009,5.722,5.92,21154.37
2023-09-20,5.92,5.94,5.71,5.861,13430.32
2023-09-21,5.861,6.007,5.511,5.56,54235.02
2023-09-22,5.56,5.73,5.441,5.702,15586.97
2023-09-23,5.702,5.788,5.49,5.64,13699.81
2023-09-24,5.64,5.64,5.42,5.42,26766.04
2023-09-25,5.42,5.55,5.42,5.53,11019.85
2023-09-26,5.53,5.561,5.44,5.56,10610.17
2023-09-27,5.56,5.62,5.384,5.411,17044.94
2023-09-28,5.411,5.598,5.401,5.552,15626.87
2023-09-29,5.552,5.599,5.476,5.54,22166.71
2023-09-30,5.54,5.57,5.44,5.45,21363.83
2023-10-01,5.45,7.164,5.44,6.669,282096.64
2023-10-02,6.677,6.648,6.184,6.577,231487.75
2023-10-03,6.64,6.857,5.921,5.991,97377.7
2023-10-04,5.988,6.094,5.85,5.869,32809.63
2023-10-05,5.891,5.93,5.702,5.73,14924.69
2023-10-06,5.73,6.339,5.729,6.04,68082.12
2023-10-07,6.04,6.218,5.93,5.95,35834.94
2023-10-08,5.95,6.237,5.9,6.02,29788.02
2023-10-09,6.02,6.05,5.603,5.8,31658.38
2023-10-10,5.8,5.969,5.76,5.84,12984.24
2023-10-11,5.84,5.89,5.551,5.72,14822.48
2023-10-12,5.72,5.75,5.52,5.699,12577.29
2023-10-13,5.699,5.825,5.645,5.677,9037.23
2023-10-14,5.677,5.808,5.64,5.67,12370.52
2023-10-15,5.67,5.81,5.64,5.71,10530.1
2023-10-16,5.71,5.944,5.71,5.849,13471.01
2023-10-17,5.849,5.879,5.568,5.619,11335.45
2023-10-18,5.619,5.67,5.449,5.49,15966.45
2023-10-19,5.49,5.5,5.32,5.38,12971.76
2023-10-20,5.38,5.56,5.36,5.53,11465.6
2023-10-21,5.53,6.067,5.47,5.79,44724.09
2023-10-22,5.79,5.829,5.507,5.81,14350.69
2023-10-23,5.81,6.089,5.74,6.059,94098.16
2023-10-24,6.059,6.568,5.927,6.22,90224.69
2023-10-25,6.22,6.42,6.09,6.29,44489.5
2023-10-26,6.29,6.45,5.948,6.281,53794.04
2023-10-27,6.281,6.308,6.025,6.158,28604.06
2023-10-28,6.158,6.475,6.14,6.34,26837.37
2023-10-29,6.34,6.421,6.247,6.38,13846.99
2023-10-30,6.38,6.539,6.222,6.449,30100.09
2023-10-31,6.449,6.52,5.981,6.15,28078.59
2023-11-01,6.15,6.697,5.982,6.55,47657.24
2023-11-02,6.55,6.669,6.31,6.618,24917.87
2023-11-03,6.618,6.804,6.272,6.65,49833.41
2023-11-04,6.65,6.682,6.461,6.589,14598.41
2023-11-05,6.589,6.73,6.453,6.579,16457.95
2023-11-06,6.579,6.987,6.541,6.84,35369.95
2023-11-07,6.84,7.228,6.565,6.742,51155.45
2023-11-08,6.742,6.991,6.68,6.941,33682.89
2023-11-09,6.941,7.11,5.855,6.54,94428.17
2023-11-10,6.54,6.71,6.266,6.612,59427.78
2023-11-11,6.612,6.979,6.416,6.819,53345.72
2023-11-12,6.819,7.03,6.542,6.992,68534.14
2023-11-13,6.992,7.473,6.732,6.75,134313.64
2023-11-14,6.75,7.155,6.523,7.0,80989.78
2023-11-15,7.0,7.546,6.832,7.39,103441.39
2023-11-16,7.39,7.599,6.953,7.373,35595.7
2023-11-17,7.373,7.674,6.752,6.98,43853.37
2023-11-18,6.98,6.98,6.504,6.88,16275.32
2023-11-19,6.88,7.2,6.73,7.17,24453.24
2023-11-20,7.17,7.309,6.833,6.946,47792.46
2023-11-21,6.946,7.08,6.172,6.29,37017.8
2023-11-22,6.29,6.52,6.21,6.47,33059.02
2023-11-23,6.47,6.59,6.325,6.479,20915.38
2023-11-24,6.479,6.686,6.38,6.47,117890.68
2023-11-25,6.47,6.7,6.41,6.7,17921.37
2023-11-26,6.7,6.71,6.251,6.4,44714.46
2023-11-27,6.4,6.45,6.09,6.259,24523.27
2023-11-28,6.259,6.408,6.08,6.31,32400.7
2023-11-29,6.31,6.36,6.18,6.291,11302.86
2023-11-30,6.291,6.42,6.25,6.38,15639.77
2023-12-01,6.38,6.42,6.299,6.349,18614.89
2023-12-02,6.349,6.809,6.349,6.65,56022.41
2023-12-03,6.65,6.65,6.42,6.489,24709.92
2023-12-04,6.489,6.907,6.156,6.869,45392.17
2023-12-05,6.869,7.047,6.45,6.638,75584.92
2023-12-06,6.638,6.76,6.398,6.559,49615.88
2023-12-07,6.559,7.081,6.476,6.861,45756.35
2023-12-08,6.861,7.039,6.75,7.01,43434.36
2023-12-09,7.01,7.209,6.672,6.72,55614.75
2023-12-10,6.72,6.93,6.632,6.88,24303.97
2023-12-11,6.88,6.91,6.023,6.2,50823.74
2023-12-12,6.2,6.398,6.143,6.35,39181.82
2023-12-13,6.35,6.41,5.963,6.369,30635.91
2023-12-14,6.369,6.769,6.234,6.71,66313.86
2023-12-15,6.71,6.9,6.542,6.791,61115.07
2023-12-16,6.791,8.423,6.663,7.618,334204.17
2023-12-17,7.618,8.646,7.282,8.32,196102.15
2023-12-18,8.32,8.347,6.97,7.281,142716.82
2023-12-19,7.281,7.959,7.11,7.8,93109.14
2023-12-20,7.8,10.79,7.74,9.409,521165.08
2023-12-21,9.409,9.819,9.022,9.281,171284.97
2023-12-22,9.281,9.527,8.79,8.919,72408.21
2023-12-23,8.919,9.802,8.756,8.952,116040.1
2023-12-24,8.952,9.67,8.852,9.06,84563.21
2023-12-25,9.06,9.349,8.822,9.25,55617.75
2023-12-26,9.25,9.399,8.144,8.589,44260.1
2023-12-27,8.589,8.908,8.264,8.57,52709.08
2023-12-28,8.57,8.82,8.333,8.571,38725.73
2023-12-29,8.571,8.571,8.0,8.2,41347.78
2023-12-30,8.2,8.44,8.061,8.327,39569.64
2023-12-31,8.327,8.405,7.672,7.918,44170.56
2024-01-01,7.918,8.427,7.77,8.282,47366.08
2024-01-02,8.282,8.639,8.194,8.501,74757.91
2024-01-03,8.501,8.689,6.191,7.118,101127.38
2024-01-04,7.118,7.497,7.001,7.39,40367.47
2024-01-05,7.39,7.431,6.778,7.1,54113.49
2024-01-06,7.1,7.12,6.463,6.96,42271.66
2024-01-07,6.96,7.964,6.332,6.429,45689.26
2024-01-08,6.429,7.01,5.977,6.96,67496.26
2024-01-09,6.96,7.108,6.27,6.601,72932.99
2024-01-10,6.601,7.553,6.403,7.333,73572.75
2024-01-11,7.333,7.751,7.171,7.628,86794.08
2024-01-12,7.628,9.502,7.481,7.811,346101.07
2024-01-13,7.811,8.43,7.529,7.869,132621.47
2024-01-14,7.869,8.41,7.661,7.785,62059.46
2024-01-15,7.785,8.098,7.742,7.9,37515.34
2024-01-16,7.9,8.061,7.544,7.875,58227.22
2024-01-17,7.875,8.06,7.649,7.77,71544.03
2024-01-18,7.77,7.857,7.059,7.221,55270.65
2024-01-19,7.221,7.331,6.786,7.17,36904.21
2024-01-20,7.17,7.637,7.108,7.62,43949.73
2024-01-21,7.62,7.73,7.47,7.549,63649.45
2024-01-22,7.549,7.66,6.911,7.01,39926.16
2024-01-23,7.01,7.109,6.355,6.739,42588.92
2024-01-24,6.739,6.88,6.6,6.79,33270.71
2024-01-25,6.79,6.79,6.539,6.683,28497.63
2024-01-26,6.683,7.229,6.62,7.1,50163.52
2024-01-27,7.1,7.22,6.97,7.181,22485.48
2024-01-28,7.181,7.28,7.04,7.102,9418.36
2024-01-29,7.102,7.361,6.983,7.33,14111.43
2024-01-30,7.33,7.402,7.133,7.161,22727.7
2024-01-31,7.161,7.241,6.901,7.002,17951.6
2024-02-01,7.002,7.107,6.826,7.06,11891.34
2024-02-02,7.06,7.32,6.994,7.239,22877.45
2024-02-03,7.239,7.847,7.152,7.25,54522.12
2024-02-04,7.25,7.26,7.03,7.031,14665.59
2024-02-05,7.031,7.16,6.87,6.994,12154.39
2024-02-06,6.994,7.088,6.91,6.989,6169.13
2024-02-07,6.989,7.329,6.949,7.31,12382.64
2024-02-08,7.31,7.398,7.216,7.29,18414.62
2024-02-09,7.29,7.522,7.29,7.5,19461.55
2024-02-10,7.5,8.067,7.3,7.47,29247.65
2024-02-11,7.47,7.64,7.365,7.409,28375.68
2024-02-12,7.409,7.727,7.321,7.715,24348.45
2024-02-13,7.715,7.75,7.431,7.656,22972.93
2024-02-14,7.656,8.067,7.609,7.95,25870.13
2024-02-15,7.95,8.15,7.919,8.108,21028.98
2024-02-16,8.108,15.12,8.108,14.43,1355658.68
2024-02-17,14.43,21.93,13.32,17.93,1288134.33
2024-02-18,17.93,20.64,16.22,17.84,673196.89
2024-02-19,17.84,19.29,16.51,17.19,268727.55
2024-02-20,17.19,17.82,14.15,14.57,309096.8
2024-02-21,14.57,16.73,13.84,15.57,376700.07
2024-02-22,15.57,17.3,14.36,14.87,325756.87
2024-02-23,14.87,15.26,13.58,13.71,172713.5
2024-02-24,13.71,14.28,13.32,14.08,107047.95
2024-02-25,14.08,16.18,13.66,14.56,221826.78
2024-02-26,14.56,14.85,13.89,14.4,90152.34
2024-02-27,14.4,15.26,14.0,14.29,153467.91
2024-02-28,14.29,15.48,12.27,13.87,207277.54
2024-02-29,13.87,14.18,13.05,13.46,171122.15
2024-03-01,13.46,15.47,13.46,14.46,141234.4
2024-03-02,14.46,14.68,13.96,14.61,59542.2
2024-03-03,14.61,15.25,12.55,14.27,128117.76
2024-03-04,14.27,14.45,13.44,14.22,95366.36
2024-03-05,14.22,15.84,11.45,13.15,166335.77
2024-03-06,13.15,14.88,12.6,14.79,86860.93
2024-03-07,14.79,16.84,14.43,16.15,181635.08
2024-03-08,16.15,24.56,15.18,23.33,803473.95
2024-03-09,23.33,27.35,21.67,23.38,718377.44
2024-03-10,23.38,23.71,21.06,22.26,151225.38
2024-03-11,22.26,22.68,20.34,20.87,111976.6
2024-03-12,20.87,21.48,19.23,20.27,115390.27
2024-03-13,20.27,21.06,19.73,20.35,67553.19
2024-03-14,20.35,27.35,20.28,27.14,419784.64
2024-03-15,27.14,27.28,22.05,23.71,399968.93
2024-03-16,23.71,23.84,19.66,20.14,148993.05
2024-03-17,20.14,24.14,19.17,22.02,139220.89
2024-03-18,22.02,22.02,19.02,19.31,131906.84
2024-03-19,19.31,19.48,16.73,17.44,163915.11
2024-03-20,17.44,19.21,16.42,18.98,97789.5
2024-03-21,18.98,19.81,18.1,18.94,79790.17
2024-03-22,18.94,19.93,17.62,18.29,61385.51
2024-03-23,18.29,19.68,18.15,18.78,60503.09
2024-03-24,18.78,21.43,18.55,20.41,62904.42
2024-03-25,20.41,20.64,19.85,20.31,56459.0
2024-03-26,20.31,21.98,20.16,20.52,61906.88
2024-03-27,20.52,21.65,19.55,19.71,63095.17
2024-03-28,19.71,19.91,18.9,19.29,80619.65
2024-03-29,19.29,19.4,18.21,18.8,84422.94
2024-03-30,18.8,19.05,18.35,18.55,78050.69
2024-03-31,18.55,18.91,18.47,18.73,35362.29
2024-04-01,18.73,19.0,17.2,18.0,155457.22
2024-04-02,18.0,18.03,16.24,16.55,139704.88
2024-04-03,16.55,17.25,15.95,16.36,55365.69
2024-04-04,16.36,17.34,15.95,16.74,24494.29
2024-04-05,16.74,16.78,15.51,16.25,39261.61
2024-04-06,16.25,17.36,16.21,17.13,26519.39
2024-04-07,17.13,17.36,16.55,17.08,41459.34
2024-04-08,17.08,17.82,16.66,17.71,36430.14
2024-04-09,17.71,17.74,16.07,16.15,20137.65
2024-04-10,16.15,16.23,14.9,15.67,29402.09
2024-04-11,15.67,16.16,15.28,15.43,23775.11
2024-04-12,15.43,15.79,10.87,12.3,93437.37
2024-04-13,12.3,12.69,9.435,10.99,104556.92
2024-04-14,10.99,12.26,10.51,12.1,75090.24
2024-04-15,12.1,13.36,11.37,11.97,47510.15
2024-04-16,11.97,12.63,11.47,12.05,30119.47
2024-04-17,12.05,12.18,10.99,11.66,41154.74
2024-04-18,11.66,14.23,11.3,13.37,206642.37
2024-04-19,13.37,13.65,11.99,13.06,63744.34
2024-04-20,13.06,16.38,12.83,16.06,52397.56
2024-04-21,16.06,16.16,14.77,15.26,46759.31
2024-04-22,15.26,15.81,14.96,15.68,24577.06
2024-04-23,15.68,16.62,15.12,15.22,43984.55
2024-04-24,15.22,15.57,14.0,14.17,33283.71
2024-04-25,14.17,15.63,13.85,14.89,34033.42
2024-04-26,14.89,14.96,13.9,13.97,15708.95
2024-04-27,13.97,14.35,13.45,13.99,15052.43
2024-04-28,13.99,14.56,13.4,13.49,13264.18
2024-04-29,13.49,13.61,12.87,13.36,20206.62
2024-04-30,13.36,13.52,12.09,12.38,30032.14
2024-05-01,12.38,12.68,11.46,12.39,64936.56
2024-05-02,12.39,13.2,12.25,12.63,25176.99
2024-05-03,12.66,14.15,12.55,13.55,23706.88
2024-05-04,13.55,13.85,13.41,13.67,7785.21
2024-05-05,13.67,15.48,13.3,15.07,92417.36
2024-05-06,15.07,16.64,14.78,15.25,63723.46
2024-05-07,15.25,16.64,15.21,15.68,50428.15
2024-05-08,15.68,15.86,13.86,14.01,37925.94
2024-05-09,14.01,17.32,14.0,17.11,103638.79
2024-05-10,17.11,20.05,16.77,16.88,209840.52
2024-05-11,16.88,18.87,16.55,17.79,80769.19
2024-05-12,17.79,18.64,17.6,17.92,102674.7
2024-05-13,17.92,18.13,16.67,17.83,49128.48
2024-05-14,17.83,18.19,15.88,17.3,78647.48
2024-05-15,17.3,20.97,16.95,20.4,196182.53
2024-05-16,20.4,20.62,19.12,19.53,68959.7
2024-05-17,19.53,20.0,18.72,19.48,54814.92
2024-05-18,19.48,19.85,18.03,18.92,53816.14
2024-05-19,18.92,19.77,18.39,18.87,77951.18
2024-05-20,18.87,21.47,18.78,20.86,101197.47
2024-05-21,20.86,22.4,20.18,20.63,85728.58
2024-05-22,20.63,26.07,20.63,23.55,268429.52
2024-05-23,23.55,24.32,21.37,22.9,95026.26
2024-05-24,22.9,23.21,21.74,22.44,40557.16
2024-05-25,22.44,23.64,22.1,22.45,40634.73
2024-05-26,22.45,23.54,22.27,22.79,46418.42
2024-05-27,22.79,23.09,20.88,21.29,62013.04
2024-05-28,21.29,22.98,20.38,21.76,75648.27
2024-05-29,21.76,22.67,20.92,21.03,49670.53
2024-05-30,21.03,22.15,19.84,21.26,36863.01
2024-05-31,21.26,23.21,20.81,22.72,62515.55
2024-06-01,22.72,23.54,22.62,23.02,28269.02
2024-06-02,23.02,23.75,21.4,21.49,28839.55
2024-06-03,21.49,22.27,20.84,21.03,28005.27
2024-06-04,21.03,22.25,21.03,21.56,27989.31
2024-06-05,21.56,22.07,21.09,21.37,45753.65
2024-06-06,21.37,25.07,21.34,24.02,153563.46
2024-06-07,24.02,24.57,20.51,23.35,60828.18
2024-06-08,23.35,24.88,21.88,23.0,64458.35
2024-06-09,23.0,23.87,21.7,22.17,35979.87
2024-06-10,22.17,23.88,20.89,22.88,99036.57
2024-06-11,22.88,23.34,19.7,20.1,72029.52
2024-06-12,20.1,26.31,18.74,24.99,238884.61
2024-06-13,24.99,25.02,23.41,23.76,87058.25
2024-06-14,23.76,24.8,22.0,23.58,159023.94
2024-06-15,23.58,24.58,21.11,21.94,75777.29
2024-06-16,21.94,23.41,21.45,22.0,85600.24
2024-06-17,22.0,22.0,19.9,20.35,121597.65
2024-06-18,20.35,20.37,16.81,18.29,192821.54
2024-06-19,18.29,19.28,16.39,18.82,155671.29
2024-06-20,18.82,20.19,18.36,18.83,40193.5
2024-06-21,18.83,19.2,17.53,17.9,48120.61
2024-06-22,17.9,18.07,17.38,17.5,35796.1
2024-06-23,17.5,17.94,16.57,16.67,46531.03
2024-06-24,16.67,16.84,15.05,16.49,74936.28
2024-06-25,16.49,17.64,16.29,17.38,32849.26
2024-06-26,17.38,17.78,16.4,16.55,24324.51
2024-06-27,16.55,17.33,16.05,16.86,21731.07
2024-06-28,16.86,17.33,16.33,16.35,59043.93
2024-06-29,16.35,16.75,15.34,15.38,18950.49
2024-06-30,15.38,16.93,15.08,16.71,23330.33
2024-07-01,16.71,17.2,16.4,16.42,67835.05
2024-07-02,16.42,16.76,16.07,16.47,29548.5
2024-07-03,16.47,16.5,15.08,15.27,40670.37
2024-07-04,15.27,15.33,12.79,12.8,55681.14
2024-07-05,12.8,12.85,11.34,12.21,72186.78
2024-07-06,12.21,13.8,12.05,13.64,53621.35
2024-07-07,13.64,13.79,12.52,12.92,27814.21
2024-07-08,12.92,14.02,12.24,13.07,32797.74
2024-07-09,13.07,13.6,12.87,13.14,30769.09
2024-07-10,13.14,13.77,12.88,13.44,16197.36
2024-07-11,13.44,14.63,13.11,13.43,40387.82
2024-07-12,13.43,14.01,12.85,13.63,41673.08
2024-07-13,13.63,14.02,13.25,13.62,21677.75
2024-07-14,13.62,14.52,13.39,14.41,23141.22
2024-07-15,14.41,15.38,14.19,15.37,33752.47
2024-07-16,15.37,15.79,14.01,15.36,88198.04
2024-07-17,15.36,17.94,15.36,16.65,105058.72
2024-07-18,16.65,17.1,15.73,16.31,43479.45
2024-07-19,16.31,16.82,15.67,16.67,32178.06
2024-07-20,16.67,17.44,16.34,17.1,25263.21
2024-07-21,17.1,17.51,15.84,17.14,64443.86
